,clust,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Total Claim Amount
2421,0,94242,71,35,7,1,2,41.229484
2422,0,0,113,4,92,0,2,217.92632
2423,0,71153,122,1,94,0,1,209.019238
2424,0,63326,225,5,99,0,1,1080.0
2425,2,29629,71,21,51,4,5,228.443418
2426,2,0,69,0,32,0,7,599.152722
2427,2,23726,74,1,83,0,9,355.2
2428,0,48999,86,6,65,3,2,412.8
2429,0,13037,124,28,49,0,1,839.348464
2430,0,24245,63,0,22,0,2,302.4
2431,1,44047,137,12,38,0,1,969.232217
2432,0,91942,117,34,61,0,3,561.6
2433,0,37640,67,25,74,0,4,174.046849
2434,0,77058,63,16,42,0,2,119.331041
2435,0,0,73,29,38,0,1,525.6
2436,0,63755,62,28,40,0,2,291.860708
2437,0,37384,99,9,17,0,1,475.2
2438,0,42557,65,4,35,0,1,57.562324
2439,0,45473,76,10,29,0,2,188.938397
2440,2,10743,70,12,64,2,8,336.0
2441,0,0,113,5,90,0,2,813.6
2442,0,0,61,16,29,0,1,283.881697
2443,2,0,64,27,32,3,5,575.890362
2444,2,75644,65,5,68,3,9,467.803638
2445,0,63455,61,26,71,0,1,287.654819
2446,0,73782,76,11,97,0,1,111.622054
2447,0,80590,71,4,19,0,1,134.158389
2448,0,59797,127,4,50,0,2,609.6
2449,0,48567,130,12,15,0,1,624.0
2450,0,62470,66,34,84,0,4,243.766542
2451,0,57338,66,9,85,0,3,316.8
2452,2,63288,199,12,92,0,5,558.433218
2453,1,55281,192,22,68,1,1,921.6
2454,0,22985,77,4,65,0,1,458.056054
2455,2,39608,78,14,15,1,7,22.961216
2456,0,99189,117,27,27,0,3,75.302707
2457,0,0,112,27,46,0,4,574.102379
2458,0,0,92,7,89,0,2,514.360634
2459,0,58089,118,31,83,0,1,566.4
2460,2,81350,110,1,28,0,9,228.185834
2461,2,0,65,2,73,0,8,731.289267
2462,1,43704,201,29,67,0,2,1064.482165
2463,0,75497,100,5,72,0,3,71.773341
2464,2,40372,85,15,17,0,4,76.975713
2465,0,17489,85,31,28,0,1,587.689075
2466,0,86277,74,19,33,0,3,212.039619
2467,2,0,63,3,5,0,6,453.6
2468,0,0,74,14,38,0,2,355.2
2469,0,49078,97,10,3,0,2,484.013411
2470,2,81082,73,5,85,0,4,281.295903
2471,2,0,116,20,9,2,6,835.2
2472,2,40635,102,4,45,0,6,489.6
2473,0,26351,119,14,87,0,7,571.2
2474,0,0,80,15,83,0,1,824.487259
2475,0,42836,89,32,99,0,1,244.580023
2476,0,40175,102,34,78,1,1,154.721555
2477,0,62873,81,0,41,0,1,207.75186
2478,0,0,74,24,98,0,5,588.936956
2479,0,50985,71,7,31,0,1,307.68931
2480,0,0,116,6,28,0,2,835.2
2481,1,42803,245,21,56,0,2,889.288242
2482,0,0,69,34,13,1,1,624.980751
2483,0,35970,98,29,81,0,1,470.4
2484,0,44537,106,13,42,0,1,441.907057
2485,0,13528,86,21,35,0,3,412.8
2486,0,14030,72,11,3,0,1,345.6
2487,0,0,64,0,56,0,3,492.644465
2488,0,33190,106,18,95,0,2,508.8
2489,0,0,100,1,25,0,4,61.580247
2490,2,21033,118,5,22,0,8,738.975495
2491,0,26285,84,7,1,0,1,403.2
2492,2,0,74,29,52,0,8,65.953005
2493,0,73245,68,33,48,0,2,305.121363
2494,0,0,119,5,31,0,3,244.816163
2495,0,0,61,32,42,0,3,616.279356
2496,0,74365,193,11,85,0,1,926.4
2497,0,30821,97,27,59,0,1,451.319227
2498,0,69844,68,5,9,0,1,184.379697
2499,2,0,124,15,86,0,8,595.2
2500,2,55836,73,8,87,0,7,314.936185
2501,0,40352,77,31,33,0,3,406.367233
2502,0,14985,116,12,45,0,1,571.319514
2503,0,27458,131,18,62,1,3,730.373515
2504,1,56343,295,11,69,0,2,1612.962321
2505,2,12780,111,17,53,2,6,225.437098
2506,0,68558,131,16,11,0,1,280.903779
2507,0,47747,111,31,76,0,1,165.588524
2508,0,16113,81,27,19,0,2,494.890996
2509,0,0,79,6,55,0,1,379.2
2510,0,39626,69,23,0,0,3,485.705851
2511,0,49304,65,28,48,0,1,312.0
2512,0,27972,61,7,38,0,1,292.8
2513,0,27568,68,0,62,0,3,278.689331
2514,0,25905,63,21,12,0,1,302.4
2515,0,21442,108,16,83,0,2,518.4
2516,0,34516,113,12,70,3,1,42.950852
2517,0,0,68,11,90,0,4,342.468248
2518,0,28354,118,33,20,0,1,320.327775
2519,0,0,72,22,58,0,5,345.6
2520,2,37722,116,8,23,0,8,158.077504
2521,0,32021,70,12,58,0,2,336.0
2522,0,13393,73,31,11,0,1,34.708194
2523,0,13624,117,4,11,0,2,561.6
2524,0,27800,67,9,78,0,1,321.6
2525,0,58419,191,29,6,0,1,202.468807
2526,0,50407,92,30,67,0,2,352.060768
2527,0,0,84,0,76,0,4,856.347474
2528,2,77603,114,10,83,0,8,547.2
2529,2,75606,119,6,97,0,7,571.2
2530,0,41458,98,6,67,0,3,191.100227
2531,0,0,74,6,61,0,1,420.765993
2532,2,0,82,13,87,0,7,445.001296
2533,0,70619,187,2,84,0,3,293.948632
2534,0,41273,77,16,19,0,1,221.226696
2535,2,46946,70,10,37,0,9,336.0
2536,2,0,113,10,97,0,9,542.4
2537,0,99180,106,15,20,0,3,33.751887
2538,2,55350,67,0,13,0,9,321.6
2539,2,28215,65,15,26,0,3,468.0
2540,0,75425,116,25,88,1,2,663.643801
2541,0,63583,83,15,8,0,1,167.39959
2542,2,0,66,27,28,0,3,475.2
2543,0,37995,139,16,50,0,1,667.2
2544,0,37125,63,29,78,0,1,290.911693
2545,0,53357,73,4,77,0,1,55.320014
2546,1,70140,199,25,15,0,7,955.2
2547,0,52380,186,27,76,2,1,892.8
2548,0,79292,67,18,58,0,1,55.394702
2549,0,0,92,31,24,1,1,774.892461
2550,0,0,123,14,97,0,1,1480.336748
2551,2,75425,123,3,49,0,6,823.798803
2552,0,20992,64,21,73,0,1,307.2
2553,0,57428,85,34,40,1,1,414.649796
2554,0,92606,109,26,75,0,3,287.437831
2555,0,86001,109,4,27,1,1,523.2
2556,0,79751,63,15,67,0,1,392.235698
2557,2,68654,71,32,21,2,9,208.048487
2558,2,0,61,7,71,3,9,208.892861
2559,0,92629,72,22,1,3,1,60.845685
2560,0,54094,112,9,51,0,4,502.994931
2561,0,95419,70,6,61,3,2,336.0
2562,0,66466,71,20,35,0,2,293.016168
2563,0,68131,130,22,27,0,1,226.607648
2564,0,56481,106,7,17,0,3,273.250112
2565,0,70082,119,17,23,0,1,571.2
2566,0,51437,115,35,30,0,2,244.086665
2567,2,0,73,6,97,0,9,525.6
2568,2,27972,90,13,7,0,8,240.318607
2569,0,24930,76,7,16,0,2,364.8
2570,0,26245,110,6,43,0,1,44.284642
2571,2,57883,69,4,0,0,9,431.847824
2572,0,0,64,20,4,0,1,483.25721
2573,0,58828,68,13,98,0,1,446.751243
2574,0,51906,73,29,78,0,1,374.864662
2575,2,28095,82,18,2,0,8,393.6
2576,2,88723,74,12,94,0,8,355.2
2577,2,53078,79,29,81,2,8,200.97608
2578,2,88895,106,0,87,0,8,209.863509
2579,0,60078,127,23,60,0,3,140.819942
2580,0,0,67,26,4,0,3,321.6
2581,2,45820,71,4,89,0,8,249.742856
2582,0,0,73,12,84,0,1,677.970934
2583,0,12439,115,22,78,0,2,552.0
2584,0,25998,71,16,38,0,2,791.878042
2585,0,98451,62,19,57,0,3,316.546868
2586,0,23803,72,11,90,0,1,410.548521
2587,0,0,124,12,58,0,2,595.2
2588,0,26100,67,6,29,0,1,482.4
2589,0,0,73,8,63,0,1,376.923839
2590,2,0,67,10,38,0,9,315.215329
2591,2,65252,78,27,75,0,9,482.48791
2592,0,48567,130,12,15,0,1,624.0
2593,2,34337,113,20,44,0,9,542.4
2594,0,20394,115,28,84,0,1,508.614758
2595,2,0,76,20,17,0,6,784.611446
2596,2,0,61,17,1,1,7,292.8
2597,0,31617,62,17,29,1,1,244.269407
2598,0,0,62,31,30,1,2,297.6
2599,0,21104,66,34,74,0,1,118.454974
2600,0,37748,181,21,22,2,2,868.8
2601,0,0,96,19,30,0,1,438.661509
2602,0,25023,82,31,38,0,2,397.139856
2603,2,0,62,22,57,0,9,271.164139
2604,0,14108,109,27,88,0,1,523.2
2605,0,23923,82,29,61,1,2,393.6
2606,0,0,67,1,19,0,1,321.6
2607,1,22705,239,19,59,0,7,1294.700423
2608,0,0,89,10,83,0,1,427.2
2609,2,0,69,31,89,0,5,506.92275
2610,0,50825,102,3,46,0,3,369.614729
2611,0,14616,106,16,23,0,1,575.260213
2612,0,0,69,5,74,0,1,272.381465
2613,2,29504,125,16,29,0,9,1224.56345
2614,0,58789,111,4,69,0,3,215.438825
2615,0,29491,61,26,62,0,2,292.8
2616,0,78077,107,11,47,2,6,438.069458
2617,0,0,96,2,53,0,1,799.251165
2618,0,76558,74,2,45,0,2,216.980413
2619,0,78618,66,7,56,0,1,225.578841
2620,2,82664,114,24,10,3,9,133.425609
2621,2,23053,132,5,97,0,8,780.941649
2622,0,50250,117,3,93,0,1,561.6
2623,0,32169,199,0,74,0,1,785.82348
2624,0,0,80,28,97,0,1,286.115778
2625,0,99069,66,7,28,0,2,77.442722
2626,0,20978,98,19,96,1,1,1176.2788
2627,0,17576,71,29,70,0,1,398.502948
2628,0,42297,71,29,62,0,1,200.38673
2629,0,0,115,0,3,0,3,824.597262
2630,2,0,63,21,23,0,7,151.231247
2631,2,0,110,22,72,0,9,161.092415
2632,0,48990,74,3,20,0,2,355.2
2633,0,16916,64,31,31,0,2,377.512951
2634,0,18375,103,8,50,0,1,535.080276
2635,0,17150,65,28,19,0,2,689.800891
2636,0,23815,73,4,47,0,2,424.330166
2637,2,21947,118,30,76,0,9,566.4
2638,0,0,97,4,11,0,4,863.219668
2639,0,89451,63,11,2,0,1,61.769564
2640,2,79325,68,4,31,0,4,251.294821
2641,0,88454,101,8,89,0,1,308.749796
2642,0,0,87,2,41,0,3,417.6
2643,0,20943,69,0,86,0,1,240.00056
2644,0,51972,66,19,22,0,2,316.8
2645,0,54408,79,29,17,0,4,288.329793
2646,2,23751,82,4,9,1,7,586.921708
2647,0,37612,64,0,32,0,1,307.2
2648,0,91603,69,4,92,2,3,472.67262
2649,0,0,62,12,53,0,3,639.758314
2650,0,16450,128,6,81,0,1,871.484565
2651,2,50864,83,18,86,1,4,158.362972
2652,0,74560,110,31,20,0,2,528.0
2653,0,62488,62,35,47,2,1,200.689331
2654,2,55837,117,16,35,0,9,741.867506
2655,0,0,66,12,71,0,1,475.2
2656,2,97742,67,33,57,0,5,67.648392
2657,0,0,69,13,75,0,1,496.8
2658,0,64125,108,3,44,0,3,369.818708
2659,2,0,62,22,39,0,6,446.4
2660,0,70412,61,27,12,0,3,136.291083
2661,0,0,70,13,8,0,3,336.0
2662,0,66267,111,23,95,0,3,1093.708851
2663,2,0,82,14,23,0,6,863.935307
2664,0,40882,89,6,17,0,2,393.637436
2665,2,34498,83,30,72,0,7,398.4
2666,0,0,74,0,52,0,1,355.2
2667,2,23228,64,4,0,1,6,307.2
2668,0,40864,109,16,70,1,1,166.937747
2669,0,46133,73,7,78,0,5,19.626306
2670,0,46900,66,13,59,0,1,316.8
2671,2,0,92,1,17,0,6,441.6
2672,0,53390,64,13,41,0,5,278.999409
2673,0,99185,115,8,19,0,3,449.428182
2674,0,62815,80,14,84,0,1,47.061469
2675,2,26277,61,17,30,0,4,292.8
2676,2,41854,110,17,44,0,8,481.269644
2677,2,0,86,4,56,0,8,412.8
2678,2,66627,85,32,55,0,8,733.21126
2679,0,12131,64,32,60,1,1,251.44949
2680,0,0,110,4,61,0,1,528.0
2681,0,0,90,4,18,0,5,648.0
2682,0,33317,72,18,31,1,3,345.6
2683,2,68931,66,32,30,0,7,309.577946
2684,0,0,67,6,60,1,1,321.6
2685,2,19189,108,21,9,0,3,518.4
2686,0,49390,195,31,15,0,1,738.05105
2687,0,33124,67,35,7,0,1,80.119997
2688,0,40516,70,21,31,0,1,137.168874
2689,0,0,112,12,93,0,3,537.6
2690,2,34615,87,6,73,0,7,417.6
2691,0,29894,72,9,69,4,3,16.510134
2692,0,0,79,32,2,0,3,379.2
2693,0,0,84,32,96,0,4,847.490817
2694,0,86732,180,0,95,0,1,204.373113
2695,0,68516,216,17,0,0,1,95.693949
2696,0,31562,115,14,6,0,3,552.0
2697,0,0,74,33,92,0,4,582.420512
2698,2,24477,79,15,32,0,3,379.2
2699,0,0,100,31,80,0,1,480.0
2700,0,20046,87,15,59,0,3,417.6
2701,0,78152,114,18,35,0,1,547.2
2702,0,0,65,7,47,0,2,733.522405
2703,0,36067,117,30,78,0,3,561.6
2704,0,44362,66,15,75,0,2,142.113373
2705,0,77350,66,11,4,0,1,316.8
2706,2,86641,71,17,79,0,6,161.752532
2707,0,72258,105,8,50,0,4,12.497538
2708,0,70737,114,25,12,0,4,741.655597
2709,0,0,159,19,75,0,2,1410.16929
2710,0,0,125,7,99,0,3,988.535078
2711,0,0,81,10,80,3,3,388.8
2712,0,17672,110,28,16,0,1,792.0
2713,0,0,173,24,21,0,2,1245.6
2714,0,47297,115,10,46,4,4,796.130111
2715,2,57240,83,18,79,0,7,83.652384
2716,0,28181,109,32,41,0,3,523.2
2717,0,31275,66,26,0,0,3,316.8
2718,1,0,182,24,45,0,1,1310.4
2719,0,63774,111,18,63,0,1,60.036683
2720,0,78441,103,6,73,0,2,613.866905
2721,0,0,104,19,65,2,1,499.2
2722,0,0,76,0,91,0,2,364.8
2723,0,0,117,0,65,0,4,511.422666
2724,2,91423,109,3,71,1,5,435.796252
2725,0,86933,63,3,64,0,1,269.563038
2726,0,65255,72,3,65,2,3,321.457124
2727,2,41533,65,2,46,0,9,232.879766
2728,2,50097,71,25,81,0,5,17.484679
2729,0,73858,72,8,59,3,1,422.59237
2730,0,94943,69,3,22,0,1,387.545055
2731,0,72685,68,20,97,5,1,14.464783
2732,0,60184,199,7,44,1,1,161.61574
2733,0,0,106,29,38,0,1,763.2
2734,0,74045,64,23,83,0,1,307.2
2735,0,52564,122,33,28,0,2,42.131925
2736,0,19098,87,35,3,0,1,417.6
2737,0,78784,80,33,72,0,1,239.964694
2738,0,0,65,10,10,0,2,163.046956
2739,2,29256,63,33,41,0,5,302.4
2740,0,77912,71,2,21,1,3,23.89816
2741,0,45345,72,28,86,0,3,99.039453
2742,0,25630,86,8,63,0,1,412.8
2743,0,22280,68,10,48,0,3,169.414572
2744,2,0,69,31,25,0,7,496.8
2745,0,61567,65,35,78,0,1,39.532978
2746,0,34644,66,7,36,0,2,316.8
2747,0,26991,119,34,65,0,1,856.8
2748,0,49746,61,5,88,0,1,624.42874
2749,0,0,72,8,61,1,2,723.010515
2750,0,49625,66,29,9,0,1,261.549577
2751,0,49308,65,7,97,0,1,150.235884
2752,2,63624,95,10,5,0,5,175.243467
2753,0,80358,116,19,2,0,1,443.637243
2754,0,38460,88,15,1,1,1,91.55098
2755,2,0,64,22,22,0,4,460.8
2756,0,0,101,10,48,0,2,727.2
2757,0,0,92,3,9,0,1,711.323244
2758,2,34835,89,1,45,2,9,294.691896
2759,0,93836,139,1,19,0,2,497.353106
2760,0,34075,196,8,87,0,1,451.896687
2761,0,35624,66,6,55,2,2,227.44626
2762,0,83218,72,6,42,0,1,245.103885
2763,0,24641,105,12,82,0,1,504.0
2764,0,22828,106,11,54,0,2,508.8
2765,0,0,71,22,25,0,1,340.8
2766,0,28729,90,26,19,3,1,338.744392
2767,0,72731,65,10,7,0,1,125.704164
2768,0,59932,71,16,77,1,3,116.600107
2769,0,54292,67,4,26,0,2,321.6
2770,1,0,194,0,22,0,2,931.2
2771,0,0,63,22,7,3,1,302.4
2772,0,59414,91,23,21,0,3,340.32278
2773,0,96587,138,31,99,0,1,749.244062
2774,0,0,111,15,12,0,2,532.8
2775,0,0,133,0,59,0,2,638.4
2776,0,94362,74,21,96,0,1,195.405949
2777,0,84488,61,33,71,0,2,208.885686
2778,0,65085,103,20,55,0,1,480.073548
2779,0,0,72,35,86,0,2,518.4
2780,0,0,69,32,21,0,2,450.760925
2781,0,0,67,4,44,0,1,664.128009
2782,0,0,62,1,73,0,3,446.4
2783,0,60798,66,21,57,0,1,316.8
2784,0,30761,69,16,16,2,2,331.2
2785,0,25981,65,33,38,0,1,77.54669
2786,0,67739,149,4,76,0,2,270.373444
2787,0,25581,105,9,21,0,1,429.695284
2788,0,99759,65,12,25,3,2,74.463101
2789,0,76514,112,19,0,0,3,573.941286
2790,0,18375,103,8,50,0,1,535.080276
2791,0,21832,84,29,39,0,3,403.2
2792,0,0,117,25,43,0,2,842.4
2793,0,95330,113,1,1,0,3,542.4
2794,2,0,106,21,25,0,9,634.396608
2795,0,0,68,31,69,2,2,326.4
2796,0,25899,63,20,36,0,1,302.4
2797,0,0,74,13,30,0,4,355.2
2798,0,33201,66,9,56,0,1,314.044227
2799,0,18287,61,6,56,4,1,292.8
2800,2,76506,89,35,65,0,8,427.2
2801,0,41859,76,18,58,0,5,166.1306
2802,0,27504,91,26,45,0,2,436.8
2803,0,45360,73,16,71,0,1,350.4
2804,0,49078,97,10,3,0,2,484.013411
2805,2,0,90,16,66,2,6,648.0
2806,0,91810,71,27,43,0,1,165.520952
2807,0,70600,122,26,5,1,2,636.982333
2808,0,33554,131,25,36,0,1,934.656068
2809,0,77642,64,20,14,0,2,282.146354
2810,2,25963,66,11,35,0,9,298.954932
2811,0,57452,136,25,10,1,1,652.8
2812,0,0,77,15,89,0,1,491.66348
2813,2,91416,69,4,39,0,5,109.904496
2814,0,22000,69,27,36,0,1,383.224514
2815,0,41167,118,16,4,0,1,554.957693
2816,0,0,70,18,23,0,2,504.0
2817,0,0,86,8,37,0,1,412.8
2818,0,53944,71,13,20,0,2,340.8
2819,0,75648,108,28,10,0,1,112.660916
2820,0,29414,64,2,32,0,3,71.303109
2821,0,48567,130,12,15,0,1,624.0
2822,2,69276,74,14,22,2,8,201.327931
2823,0,0,96,6,60,0,1,460.8
2824,0,50117,107,13,98,0,4,462.654347
2825,0,22828,106,11,54,0,2,508.8
2826,0,0,96,0,38,0,3,818.730215
2827,0,0,136,7,34,0,3,979.2
2828,0,20868,112,14,11,0,1,537.6
2829,0,40921,62,0,50,2,1,10.560419
2830,0,99654,121,13,95,0,3,272.788141
2831,2,0,110,16,17,0,5,686.90827
2832,0,56218,72,17,74,2,1,302.942519
2833,2,70717,72,20,89,0,5,37.28874
2834,0,62989,71,3,18,1,2,319.131547
2835,0,41459,71,8,4,0,2,340.8
2836,0,0,102,20,7,1,2,489.6
2837,0,42512,105,15,72,1,1,77.479316
2838,0,0,61,5,90,0,1,437.040616
2839,0,83288,124,18,70,0,1,353.397699
2840,0,46267,72,4,73,0,1,231.969205
2841,2,0,122,15,47,0,9,650.52179
2842,2,74424,81,26,74,0,9,388.8
2843,0,0,72,15,70,0,2,693.084662
2844,0,58883,62,1,47,0,2,432.480275
2845,0,41539,116,11,35,0,3,556.8
2846,2,33881,68,11,83,0,9,65.659137
2847,2,86448,90,25,79,0,6,59.853369
2848,2,25237,69,23,52,0,9,378.345883
2849,2,0,67,10,75,0,7,482.4
2850,0,49419,77,3,34,0,4,203.296071
2851,2,90414,83,7,49,1,6,398.4
2852,0,39930,86,22,64,1,2,412.8
2853,0,23202,96,29,59,0,2,460.8
2854,0,79487,114,20,87,0,1,547.2
2855,2,68423,85,14,81,0,7,324.413656
2856,0,84495,63,15,61,0,1,302.4
2857,2,43091,69,2,36,1,6,330.138332
2858,2,41951,91,30,56,0,7,40.536151
2859,0,89834,105,17,14,0,3,504.0
2860,0,92157,69,19,33,0,1,270.381385
2861,0,35773,93,25,89,0,2,446.4
2862,0,0,99,16,20,0,1,475.2
2863,0,15850,61,28,14,0,2,314.528138
2864,0,11167,73,0,99,3,1,350.4
2865,2,21195,72,23,10,0,9,345.6
2866,0,27430,68,25,12,0,4,184.955105
2867,2,0,63,21,78,0,7,302.4
2868,2,0,119,9,8,0,3,571.2
2869,2,59839,107,8,52,2,8,513.6
2870,0,0,73,13,33,0,1,350.4
2871,0,38166,67,25,5,1,1,236.842746
2872,2,0,95,14,78,0,9,456.0
2873,0,13457,94,31,28,0,1,285.825083
2874,0,0,68,10,53,0,2,326.4
2875,0,52721,136,34,29,0,1,550.127548
2876,0,22012,185,5,69,0,5,75.698305
2877,0,19864,63,22,96,0,1,352.394515
2878,0,55289,67,10,71,0,3,134.124254
2879,0,30449,92,23,47,0,3,501.092992
2880,2,27362,144,23,28,0,8,422.78411
2881,0,29460,72,3,18,0,5,29.303915
2882,0,0,94,23,34,0,2,451.2
2883,0,42532,118,13,32,0,1,200.641734
2884,2,66707,61,19,24,0,8,71.980757
2885,0,68041,64,10,47,0,1,165.570243
2886,0,0,65,8,91,0,1,468.0
2887,2,0,64,26,11,1,7,307.2
2888,0,40968,97,29,53,1,1,465.6
2889,0,39913,106,16,61,0,1,344.765129
2890,0,31710,62,5,29,0,1,199.551735
2891,2,0,73,35,52,3,5,350.4
2892,2,89113,78,18,68,0,8,219.362643
2893,0,0,122,27,2,0,1,725.870693
2894,0,0,67,30,13,0,1,321.6
2895,1,38688,249,22,6,0,3,2294.631639
2896,0,0,110,19,87,4,3,528.0
2897,0,0,127,18,97,0,2,609.6
2898,0,28014,104,14,37,0,2,631.594469
2899,0,14170,109,9,10,0,1,523.2
2900,0,64825,129,1,78,0,4,359.484342
2901,2,77357,67,24,38,0,8,29.884537
2902,0,21629,62,19,54,0,1,298.626189
2903,0,25927,103,6,20,0,1,674.973614
2904,0,44388,113,10,74,1,1,496.843023
2905,0,54539,63,5,74,0,2,287.453171
2906,0,17576,71,29,70,0,1,398.502948
2907,2,84629,90,19,17,0,5,411.671832
2908,0,24964,185,0,84,0,2,888.0
2909,2,43573,66,30,64,0,5,409.684798
2910,0,0,69,24,99,0,2,340.780156
2911,0,0,105,7,91,0,2,756.0
2912,2,35011,70,7,91,0,8,215.728468
2913,0,63651,92,19,10,0,3,224.711836
2914,0,83846,74,22,94,3,2,355.2
2915,0,0,191,2,70,0,1,1317.008182
2916,0,39133,67,25,26,0,3,90.524457
2917,0,31278,92,24,95,4,1,441.6
2918,0,0,63,4,52,0,2,685.12694
2919,0,44788,61,6,48,0,2,386.031248
2920,0,0,117,26,33,0,2,561.6
2921,2,62447,74,9,2,0,7,133.977857
2922,0,31475,64,6,3,1,3,22.962412
2923,0,80780,109,26,11,0,3,3.55
2924,0,88613,111,5,59,0,1,359.36848
2925,0,45949,62,0,70,0,1,110.556062
2926,0,35596,64,11,92,0,3,307.2
2927,2,76875,73,21,4,0,9,17.375878
2928,0,41842,61,1,14,0,1,292.8
2929,0,28884,72,27,9,1,3,518.4
2930,0,24631,83,25,87,1,2,398.4
2931,0,0,74,24,54,2,2,680.753091
2932,0,71560,69,14,46,0,5,178.700204
2933,0,0,80,8,71,0,2,384.0
2934,0,72421,65,8,23,0,1,312.0
2935,1,54702,199,5,42,0,1,955.2
2936,0,0,76,4,43,5,2,547.2
2937,0,57335,67,22,18,0,2,407.887715
2938,0,0,67,9,20,3,2,482.4
2939,0,35033,87,26,53,0,1,490.638202
2940,0,65733,113,13,6,0,3,684.948527
2941,0,0,69,30,44,0,3,472.611522
2942,0,0,88,3,64,0,2,633.6
2943,2,16181,181,22,79,0,8,1261.319869
2944,0,86180,69,11,43,4,2,48.051339
2945,0,36881,104,5,25,0,3,499.2
2946,0,47888,64,23,16,1,1,545.083116
2947,0,21986,63,1,9,0,1,333.696228
2948,0,47199,100,3,65,3,1,480.0
2949,2,0,69,30,69,0,9,331.2
2950,2,86305,62,1,99,0,5,80.73124
2951,0,39062,61,2,20,0,1,346.991025
2952,0,16976,69,23,54,0,1,238.952528
2953,0,0,65,29,35,2,2,468.0
2954,0,83283,193,11,46,1,3,273.702709
2955,0,41972,86,20,23,0,1,691.709371
2956,0,34080,107,11,48,1,1,220.644418
2957,2,0,73,35,52,3,5,350.4
2958,0,40269,81,0,71,2,2,329.980754
2959,0,61894,91,3,21,0,1,436.8
2960,0,23300,63,3,35,1,4,339.906034
2961,0,66023,70,11,94,0,1,265.629611
2962,0,39660,107,3,46,0,1,416.8496
2963,0,0,76,4,51,1,2,32.508635
2964,0,60466,117,14,3,0,1,784.186389
2965,0,32848,74,2,59,0,5,250.454012
2966,0,20662,72,10,99,0,2,373.324673
2967,0,64985,108,23,94,0,2,16.425514
2968,0,68022,103,3,26,0,3,494.4
2969,0,72834,65,12,81,3,1,91.941259
2970,0,74592,67,9,30,0,1,321.6
2971,0,73938,76,34,48,0,1,53.095599
2972,0,15999,83,2,43,0,2,398.4
2973,2,0,69,12,89,0,8,632.081402
2974,2,0,96,11,55,0,5,460.8
2975,0,0,72,0,93,3,1,345.6
2976,0,0,80,9,96,0,1,576.0
2977,0,62375,103,35,71,1,3,411.228571
2978,0,61427,88,24,12,0,2,422.4
2979,0,64396,103,2,46,0,2,355.409311
2980,2,49312,65,30,55,1,4,230.104769
2981,0,0,61,35,71,0,2,292.8
2982,0,28513,100,4,22,1,2,480.0
2983,0,0,108,23,55,0,2,518.4
2984,0,97321,110,35,46,0,1,74.744643
2985,0,58839,65,4,65,3,2,18.965718
2986,0,0,72,4,14,0,1,518.4
2987,2,88567,67,9,89,0,9,321.6
2988,0,91646,74,12,10,0,1,57.678779
2989,1,0,211,31,52,0,5,1012.8
2990,2,48552,94,5,54,0,9,262.746281
2991,0,31485,118,17,79,0,6,294.905685
2992,2,0,64,6,47,0,8,628.801638
2993,2,16511,135,35,4,0,5,972.0
2994,0,51020,73,16,88,0,1,350.4
2995,2,43838,97,11,37,0,7,465.6
2996,2,0,133,11,30,0,7,827.085431
2997,0,22454,110,5,75,2,3,556.097027
2998,0,57933,105,10,64,0,1,533.255723
2999,2,0,124,7,2,3,6,595.2
3000,0,26335,113,32,7,1,2,355.818306
3001,0,85322,134,32,55,0,2,735.491986
3002,0,37843,92,2,17,0,1,354.455466
3003,0,0,67,11,26,0,1,482.4
3004,2,74730,61,18,84,0,6,421.235276
3005,0,0,94,27,52,1,1,483.881752
3006,0,0,64,2,80,0,1,307.2
3007,0,28432,118,1,59,0,2,612.300581
3008,0,71210,214,8,89,1,2,1027.2
3009,0,19581,67,2,94,0,1,321.6
3010,0,0,80,12,14,0,1,576.0
3011,2,56005,68,31,30,1,3,326.4
3012,0,0,80,10,11,0,2,572.847549
3013,0,23671,69,32,45,0,2,331.2
3014,2,22244,84,6,59,0,9,114.815893
3015,0,0,66,17,29,0,3,470.576119
3016,0,75329,67,15,17,0,1,45.905292
3017,0,0,108,2,55,1,1,525.392239
3018,2,44369,68,13,22,0,8,185.291566
3019,2,37910,108,7,9,0,7,518.4
3020,0,0,71,25,30,0,1,511.2
3021,0,40864,109,16,70,1,1,166.937747
3022,2,94846,73,15,68,0,7,305.031114
3023,2,96306,95,12,17,1,6,185.355353
3024,0,53519,111,7,37,0,1,520.036279
3025,2,50648,69,27,50,1,9,331.2
3026,0,64692,70,17,80,0,2,336.0
3027,0,0,100,9,75,0,2,720.0
3028,1,0,187,22,97,1,2,1430.336183
3029,0,0,109,2,86,0,1,784.8
3030,0,49311,74,25,85,0,3,355.2
3031,0,71126,71,11,72,0,1,324.739746
3032,0,74284,74,27,5,0,3,268.130863
3033,0,41402,119,26,26,4,1,571.2
3034,0,79619,71,3,34,3,6,280.89705
3035,0,25147,101,7,54,0,1,694.598288
3036,2,56379,125,0,59,1,8,600.0
3037,2,0,96,35,27,0,6,691.2
3038,0,48911,61,15,6,0,1,292.8
3039,0,29723,80,8,79,0,2,20.985105
3040,2,21841,91,33,47,0,7,436.8
3041,0,31796,68,27,16,0,1,377.442796
3042,0,0,105,0,16,0,4,504.0
